station,valid,tmpf,dwpf,sped,p01m
ORD,2019/1/25 20:51,1.9,-5,9.2,T
ORD,2019/1/25 21:08,3,-4,9.2,0.25
ORD,2019/1/25 21:51,3,-3,9.2,0.25
ORD,2019/1/25 22:08,3,-2,5.75,0.25
ORD,2019/1/25 22:16,3,-2,8.05,0.25
ORD,2019/1/25 22:51,4,-0.9,8.05,0.25
ORD,2019/1/25 23:13,4,-0.9,8.05,0.25
ORD,2019/1/25 23:51,4,-0.9,9.2,0.25
ORD,2019/1/26 0:03,4,-0.9,4.6,T
ORD,2019/1/26 0:12,4,-0.9,3.45,T
ORD,2019/1/26 0:51,4,0,3.45,T
ORD,2019/1/26 1:51,4,0,3.45,0
ORD,2019/1/26 2:51,5,0,5.75,0
ORD,2019/1/26 3:51,3,-0.9,5.75,0
ORD,2019/1/26 4:51,1,-4,9.2,0
ORD,2019/1/26 5:51,-0.9,-7,11.5,0
ORD,2019/1/26 6:51,-4,-9,6.9,0
ORD,2019/1/26 7:51,-4,-9,6.9,0
ORD,2019/1/26 8:51,-5,-11,5.75,0
ORD,2019/1/26 9:51,-5,-11,3.45,0
ORD,2019/1/26 10:51,-6,-9.9,3.45,0
ORD,2019/1/26 11:51,-6,-11,0,0
ORD,2019/1/26 12:51,-7,-11,4.6,0
ORD,2019/1/26 13:51,-6,-8,0,0
ORD,2019/1/26 14:51,-2,-6,0,0
ORD,2019/1/26 15:51,4,-6,0,0
ORD,2019/1/26 16:51,6,-8,8.05,0
ORD,2019/1/26 17:51,9,-6,9.2,0
ORD,2019/1/26 18:51,10.9,-4,8.05,0
ORD,2019/1/26 19:51,10.9,-0.9,9.2,0
ORD,2019/1/26 20:51,12,1,6.9,0
ORD,2019/1/26 21:17,12,3,6.9,T
ORD,2019/1/26 21:22,12,3,4.6,T
ORD,2019/1/26 21:29,12,4,9.2,T
ORD,2019/1/26 21:39,12,4,6.9,T
ORD,2019/1/26 21:51,10.9,5,6.9,0.25
ORD,2019/1/26 22:27,10.9,5,5.75,T
ORD,2019/1/26 22:51,10.9,7,5.75,0.25
ORD,2019/1/26 23:31,10,7,5.75,0.25
ORD,2019/1/26 23:51,10,7,4.6,0.51
ORD,2019/1/27 0:51,10.9,7,3.45,0.51
ORD,2019/1/27 1:34,10.9,8.1,0,T
ORD,2019/1/27 1:51,10.9,8.1,4.6,T
ORD,2019/1/27 2:03,10.9,8.1,4.6,T
ORD,2019/1/27 2:16,10.9,7,5.75,T
ORD,2019/1/27 2:51,10.9,7,8.05,T
ORD,2019/1/27 3:51,8.1,4,11.5,T
ORD,2019/1/27 4:51,6,1.9,8.05,T
ORD,2019/1/27 5:51,3,-0.9,11.5,0
ORD,2019/1/27 6:51,1.9,-2,9.2,0
ORD,2019/1/27 7:51,0,-3,6.9,0
ORD,2019/1/27 8:51,0,-4,8.05,0
ORD,2019/1/27 9:51,-0.9,-5,9.2,0
ORD,2019/1/27 10:51,-2,-6,9.2,0
ORD,2019/1/27 11:51,-3,-6,6.9,0
ORD,2019/1/27 12:51,-4,-8,5.75,0
ORD,2019/1/27 13:51,-4,-7,4.6,0
ORD,2019/1/27 14:51,-0.9,-6,9.2,0
ORD,2019/1/27 15:51,1,-5,8.05,0
ORD,2019/1/27 16:51,4,-5,5.75,0
ORD,2019/1/27 17:51,5,-6,8.05,0
ORD,2019/1/27 18:51,7,-6,3.45,0
ORD,2019/1/27 19:51,7,-5,0,0
ORD,2019/1/27 20:51,7,-6,4.6,0
ORD,2019/1/27 21:51,8.1,-6,6.9,0
ORD,2019/1/27 22:51,6,-6,4.6,0
ORD,2019/1/27 23:51,6,-6,5.75,0
ORD,2019/1/28 0:51,8.1,-4,0,0
ORD,2019/1/28 1:51,8.1,-4,8.05,0
ORD,2019/1/28 2:51,9,-0.9,10.35,0
ORD,2019/1/28 3:51,10,-3,9.2,0
ORD,2019/1/28 4:51,10,-2,11.5,T
ORD,2019/1/28 5:51,10.9,-3,10.35,T
ORD,2019/1/28 6:08,12,-2,12.65,T
ORD,2019/1/28 6:14,12,-2,11.5,T
ORD,2019/1/28 6:18,12,-0.9,11.5,T
ORD,2019/1/28 6:25,10.9,1,12.65,T
ORD,2019/1/28 6:32,10.9,1.9,11.5,T
ORD,2019/1/28 6:51,12,5,13.8,0.25
ORD,2019/1/28 7:08,12,8.1,11.5,0.25
ORD,2019/1/28 7:51,14,10,14.95,0.76
ORD,2019/1/28 8:19,14,10.9,14.95,0.76
ORD,2019/1/28 8:51,15.1,12,16.1,1.78
ORD,2019/1/28 9:51,14,12,11.5,2.79
ORD,2019/1/28 10:14,15.1,12.9,8.05,0.76
ORD,2019/1/28 10:33,16,14,6.9,1.52
ORD,2019/1/28 10:44,17.1,15.1,4.6,1.78
ORD,2019/1/28 10:51,17.1,15.1,6.9,2.03
ORD,2019/1/28 11:02,18,15.1,8.05,0.51
ORD,2019/1/28 11:11,18,16,6.9,0.76
ORD,2019/1/28 11:51,19,18,4.6,1.52
ORD,2019/1/28 12:04,19.9,19,6.9,0.51
ORD,2019/1/28 12:19,21,19.9,5.75,0.76
ORD,2019/1/28 12:51,24.1,21.9,5.75,1.52
ORD,2019/1/28 13:26,25,24.1,6.9,0.76
ORD,2019/1/28 13:49,26.6,26.6,5.75,1.27
ORD,2019/1/28 13:51,27,26.1,5.75,1.27
ORD,2019/1/28 14:04,27,27,5.75,0.25
ORD,2019/1/28 14:18,28,28,5.75,0.25
ORD,2019/1/28 14:51,30.9,30.9,6.9,0.51
ORD,2019/1/28 15:03,32,32,6.9,T
ORD,2019/1/28 15:29,33,32,11.5,0.25
ORD,2019/1/28 15:51,33,33,8.05,0.25
ORD,2019/1/28 16:08,34,33,10.35,T
ORD,2019/1/28 16:51,33,32,17.25,0.25
ORD,2019/1/28 17:33,32,28,14.95,T
ORD,2019/1/28 17:51,30.9,27,14.95,T
ORD,2019/1/28 18:51,27,23,13.8,0
ORD,2019/1/28 19:51,24.1,19.9,13.8,0
ORD,2019/1/28 20:26,23,19,12.65,T
ORD,2019/1/28 20:51,21.9,18,12.65,T
ORD,2019/1/28 21:12,21,18,14.95,T
ORD,2019/1/28 21:51,19,16,17.25,T
ORD,2019/1/28 22:25,18,16,13.8,T
ORD,2019/1/28 22:42,18,16,10.35,T
ORD,2019/1/28 22:51,19,16,10.35,0.25
ORD,2019/1/28 23:04,19,17.1,8.05,T
ORD,2019/1/28 23:24,19,16,14.95,0.25
ORD,2019/1/28 23:29,18,15.1,18.4,0.25
ORD,2019/1/28 23:51,18,14,18.4,0.25
ORD,2019/1/29 0:02,17.1,12.9,20.7,T
ORD,2019/1/29 0:51,14,10,17.25,T
ORD,2019/1/29 0:56,14,9,19.55,T
ORD,2019/1/29 1:09,12,7,24.15,T
ORD,2019/1/29 1:20,10.9,6,17.25,T
ORD,2019/1/29 1:24,12,6,14.95,T
ORD,2019/1/29 1:51,10.9,6,20.7,T
ORD,2019/1/29 2:13,10,5,14.95,T
ORD,2019/1/29 2:51,10,4,20.7,T
ORD,2019/1/29 3:51,8.1,1.9,17.25,0
ORD,2019/1/29 4:51,8.1,1.9,8.05,0
ORD,2019/1/29 5:23,8.1,3,6.9,0
ORD,2019/1/29 5:51,9,4,6.9,0
ORD,2019/1/29 6:51,10,3,8.05,T
ORD,2019/1/29 7:51,7,1,9.2,0
ORD,2019/1/29 8:28,7,0,6.9,0
ORD,2019/1/29 8:51,8.1,1,5.75,0
ORD,2019/1/29 9:41,9,1.9,17.25,0
ORD,2019/1/29 9:51,8.1,1.9,18.4,0
ORD,2019/1/29 10:51,3,-2,12.65,T
ORD,2019/1/29 11:16,1.9,-3,17.25,T
ORD,2019/1/29 11:21,1.9,-3,17.25,T
ORD,2019/1/29 11:39,1,-4,12.65,T
ORD,2019/1/29 11:51,1,-4,17.25,T
ORD,2019/1/29 12:51,-0.9,-6,12.65,T
ORD,2019/1/29 13:51,-2,-6,10.35,0
ORD,2019/1/29 14:51,0,-6,11.5,0
ORD,2019/1/29 15:51,1.9,-4,13.8,0
ORD,2019/1/29 16:34,4,-3,14.95,0
ORD,2019/1/29 16:51,4,-2,14.95,0
ORD,2019/1/29 17:42,4,-4,14.95,0
ORD,2019/1/29 17:51,5,-5,14.95,0
ORD,2019/1/29 18:49,5,-5.8,16.1,0
ORD,2019/1/29 18:51,5,-4,18.4,0
ORD,2019/1/29 19:04,5,-5,21.85,0
ORD,2019/1/29 19:51,5,-7,19.55,T
ORD,2019/1/29 20:51,3,-8,20.7,T
ORD,2019/1/29 21:01,4,-7,16.1,T
ORD,2019/1/29 21:17,3,-8,24.15,T
ORD,2019/1/29 21:37,1.9,-6,14.95,T
ORD,2019/1/29 21:41,1.9,-5,13.8,T
ORD,2019/1/29 21:51,1.9,-5,17.25,T
ORD,2019/1/29 21:58,1.9,-5,20.7,T
ORD,2019/1/29 22:01,1.9,-5,13.8,T
ORD,2019/1/29 22:15,1.9,-5,21.85,T
ORD,2019/1/29 22:22,1.9,-7,16.1,T
ORD,2019/1/29 22:32,1.9,-7,18.4,T
ORD,2019/1/29 22:51,1,-6,12.65,T
ORD,2019/1/29 23:03,1,-7,20.7,T
ORD,2019/1/29 23:13,1,-8,12.65,T
ORD,2019/1/29 23:22,1,-6,20.7,T
ORD,2019/1/29 23:37,0,-8,14.95,T
ORD,2019/1/29 23:51,-0.9,-9,11.5,T
ORD,2019/1/29 23:56,-0.9,-9,18.4,0
ORD,2019/1/30 0:51,-3,-11,17.25,0
ORD,2019/1/30 1:51,-4,-13,17.25,0
ORD,2019/1/30 2:51,-6,-14.1,13.8,0
ORD,2019/1/30 3:51,-7,-16.1,13.8,0
ORD,2019/1/30 4:51,-8,-18,17.25,0
ORD,2019/1/30 5:51,-9.9,-18,19.55,T
ORD,2019/1/30 5:58,-9.9,-18,17.25,T
ORD,2019/1/30 6:13,-11,-20,18.4,T
ORD,2019/1/30 6:20,-11.9,-22,16.1,T
ORD,2019/1/30 6:51,-13,-27,17.25,T
ORD,2019/1/30 7:51,-16.1,-27,16.1,0
ORD,2019/1/30 8:51,-18,-27,18.4,0
ORD,2019/1/30 9:51,-18.9,-29,16.1,0
ORD,2019/1/30 10:51,-20,-29.9,14.95,0
ORD,2019/1/30 11:51,-22,-31,17.25,0
ORD,2019/1/30 12:51,-23.1,-32,19.55,0
ORD,2019/1/30 13:51,-23.1,-32,17.25,0
ORD,2019/1/30 14:51,-22,-32,17.25,0
ORD,2019/1/30 15:51,-20.9,-29.9,20.7,0
ORD,2019/1/30 16:51,-18.9,-29,17.25,0
ORD,2019/1/30 17:51,-18,-27,17.25,0
ORD,2019/1/30 18:51,-17,-25.1,19.55,0
ORD,2019/1/30 19:51,-16.1,-24,14.95,0
ORD,2019/1/30 20:51,-15,-23.1,18.4,0
ORD,2019/1/30 21:51,-14.1,-23.1,16.1,0
ORD,2019/1/30 22:51,-15,-23.1,10.35,0
ORD,2019/1/30 23:51,-15,-23.1,10.35,0
ORD,2019/1/31 0:51,-15,-23.1,12.65,0
ORD,2019/1/31 1:51,-16.1,-23.1,10.35,0
ORD,2019/1/31 2:51,-16.1,-24,14.95,0
ORD,2019/1/31 3:51,-17,-24,8.05,0
ORD,2019/1/31 4:51,-18,-25.1,9.2,0
ORD,2019/1/31 5:51,-18,-25.1,10.35,0
ORD,2019/1/31 6:51,-18,-25.1,9.2,0
ORD,2019/1/31 7:51,-20,-25.1,8.05,0
ORD,2019/1/31 8:51,-20,-26,6.9,0
ORD,2019/1/31 9:51,-20.9,-26,8.05,0
ORD,2019/1/31 10:51,-20,-26,6.9,0
ORD,2019/1/31 11:51,-20.9,-26,9.2,0
ORD,2019/1/31 12:51,-20.9,-26,9.2,0
ORD,2019/1/31 13:51,-20,-24,8.05,0
ORD,2019/1/31 14:51,-18,-24,9.2,0
ORD,2019/1/31 15:51,-15,-22,10.35,0
ORD,2019/1/31 16:51,-11.9,-20.9,9.2,0
ORD,2019/1/31 17:51,-9,-18.9,11.5,0
ORD,2019/1/31 18:51,-7,-18,11.5,0
ORD,2019/1/31 19:51,-7,-20.9,9.2,0
ORD,2019/1/31 20:51,-6,-18.9,5.75,0
ORD,2019/1/31 21:51,-6,-18.9,0,0
ORD,2019/1/31 22:51,-5,-17,0,T
ORD,2019/1/31 22:59,-5,-17,0,T
ORD,2019/1/31 23:39,-5,-13,0,T
ORD,2019/1/31 23:51,-4,-11.9,0,0.25
ORD,2019/2/1 0:16,-4,-9.9,0,T
ORD,2019/2/1 0:51,-3,-8,3.45,0.25
ORD,2019/2/1 1:51,-2,-7,5.75,0.51
ORD,2019/2/1 2:18,-2,-6,3.45,0.25
ORD,2019/2/1 2:33,-2,-6,4.6,0.25
ORD,2019/2/1 2:46,-0.4,-5.8,5.75,0.25
ORD,2019/2/1 2:51,-0.9,-6,4.6,0.25
ORD,2019/2/1 3:51,-0.9,-6,4.6,T
ORD,2019/2/1 4:51,0,-4,0,T
ORD,2019/2/1 5:14,1,-4,0,T
ORD,2019/2/1 5:51,1,-3,0,T
ORD,2019/2/1 5:58,1,-3,0,T
ORD,2019/2/1 6:51,1.9,-2,4.6,T
ORD,2019/2/1 6:58,1.9,-2,4.6,T
ORD,2019/2/1 7:51,3,-0.9,4.6,T
ORD,2019/2/1 8:03,4,0,3.45,T
ORD,2019/2/1 8:47,3.2,-0.4,4.6,T
ORD,2019/2/1 8:51,4,0,4.6,T
ORD,2019/2/1 9:05,4,0,6.9,0.25
ORD,2019/2/1 9:25,4,0,5.75,0.25
ORD,2019/2/1 9:38,4,0,5.75,0.25
ORD,2019/2/1 9:51,4,1,4.6,0.51
ORD,2019/2/1 10:36,4,1,8.05,T
ORD,2019/2/1 10:51,5,1.9,8.05,T
ORD,2019/2/1 11:51,5,3,5.75,T
ORD,2019/2/1 12:51,6,3,5.75,T
ORD,2019/2/1 13:51,1.9,1,3.45,T
ORD,2019/2/1 14:51,9,5,0,0
ORD,2019/2/1 15:51,12,6,4.6,0
ORD,2019/2/1 16:51,14,7,5.75,0
ORD,2019/2/1 17:51,16,9,5.75,0
ORD,2019/2/1 18:51,17.1,10,0,0
ORD,2019/2/1 19:51,19,10,0,0
ORD,2019/2/1 20:51,19.9,10.9,4.6,0
ORD,2019/2/1 21:51,21,10.9,3.45,0
ORD,2019/2/1 22:51,19.9,10.9,5.75,0
ORD,2019/2/1 23:51,19,10,4.6,0
ORD,2019/2/2 0:51,17.1,10,5.75,0
ORD,2019/2/2 1:51,15.1,9,8.05,0
ORD,2019/2/2 2:51,14,8.1,9.2,0
ORD,2019/2/2 3:51,14,8.1,10.35,0
ORD,2019/2/2 4:51,14,9,6.9,0
ORD,2019/2/2 5:51,14,10,6.9,0
ORD,2019/2/2 6:51,15.1,10.9,8.05,0
ORD,2019/2/2 7:51,16,12,6.9,0
ORD,2019/2/2 8:51,18,14,6.9,0
ORD,2019/2/2 9:51,21,17.1,12.65,0
ORD,2019/2/2 10:51,23,19,14.95,0
ORD,2019/2/2 11:51,24.1,21,14.95,0
ORD,2019/2/2 12:51,25,21.9,12.65,0
ORD,2019/2/2 13:17,25,21.9,13.8,0
ORD,2019/2/2 13:51,26.1,23,14.95,0
ORD,2019/2/2 14:51,30,27,13.8,0
ORD,2019/2/2 15:19,32,28.9,13.8,0
ORD,2019/2/2 15:51,33,30.9,13.8,0
ORD,2019/2/2 15:58,34,30.9,14.95,0
ORD,2019/2/2 16:06,34,32,14.95,0
ORD,2019/2/2 16:26,34,30.9,12.65,0
ORD,2019/2/2 16:51,35,30.9,10.35,0
ORD,2019/2/2 17:08,36,32,13.8,0
ORD,2019/2/2 17:17,36,32,13.8,0
ORD,2019/2/2 17:37,37,33,14.95,0
ORD,2019/2/2 17:51,38,34,10.35,0
ORD,2019/2/2 17:59,38,34,13.8,0
ORD,2019/2/2 18:26,39,35,11.5,0
ORD,2019/2/2 18:51,39,35,10.35,0
ORD,2019/2/2 19:51,40,36,8.05,0
ORD,2019/2/2 20:51,41,36,13.8,0
ORD,2019/2/2 21:51,41,36,8.05,0
ORD,2019/2/2 22:31,42,37,10.35,0
ORD,2019/2/2 22:51,41,36,10.35,0
ORD,2019/2/2 23:51,39,35,11.5,0
ORD,2019/2/3 0:51,38,36,9.2,0
ORD,2019/2/3 1:51,39,37,11.5,0
ORD,2019/2/3 2:16,39,37,11.5,0
ORD,2019/2/3 2:51,38,36,8.05,0
ORD,2019/2/3 3:24,38,36,11.5,T
ORD,2019/2/3 3:51,38,37,11.5,T
ORD,2019/2/3 4:51,37,37,12.65,T
ORD,2019/2/3 5:09,38,37,10.35,T
ORD,2019/2/3 5:17,38,37,11.5,T
ORD,2019/2/3 5:51,39,38,10.35,T
ORD,2019/2/3 6:31,40,39,10.35,T
ORD,2019/2/3 6:51,40,39,10.35,T
ORD,2019/2/3 7:51,41,39,11.5,T
ORD,2019/2/3 8:51,42,40,9.2,T
ORD,2019/2/3 9:51,43,40,11.5,0
ORD,2019/2/3 10:51,44,40,13.8,0
ORD,2019/2/3 11:51,43,40,11.5,0
ORD,2019/2/3 12:51,43,40,12.65,0
ORD,2019/2/3 13:51,43,41,11.5,0
ORD,2019/2/3 14:31,44,41,14.95,0
ORD,2019/2/3 14:51,44,42,13.8,0
ORD,2019/2/3 15:51,44,43,13.8,0
ORD,2019/2/3 16:51,45,43,12.65,0
ORD,2019/2/3 17:51,45,44,11.5,0
ORD,2019/2/3 18:51,46,44,10.35,0
ORD,2019/2/3 19:08,46,44,11.5,0
ORD,2019/2/3 19:51,46,43,12.65,0
ORD,2019/2/3 20:51,46,43,6.9,0
ORD,2019/2/3 21:51,46,43,9.2,0
ORD,2019/2/3 22:07,46,43,6.9,0
ORD,2019/2/3 22:51,46,43,6.9,0
ORD,2019/2/3 23:51,46,43,8.05,0
ORD,2019/2/4 0:13,45,43,6.9,0
ORD,2019/2/4 0:51,44,43,6.9,0
ORD,2019/2/4 1:51,45,44,9.2,0
ORD,2019/2/4 2:51,46,44,8.05,0
ORD,2019/2/4 3:31,46,44,5.75,0
ORD,2019/2/4 3:47,46.4,44.6,5.75,0
ORD,2019/2/4 3:51,45,44,4.6,0
ORD,2019/2/4 4:51,46,44,6.9,0
ORD,2019/2/4 5:51,47,43,9.2,0
ORD,2019/2/4 6:51,48,43,9.2,0
ORD,2019/2/4 7:51,48,43,9.2,0
ORD,2019/2/4 8:51,47,43,6.9,0
ORD,2019/2/4 9:51,47,43,9.2,0
ORD,2019/2/4 10:51,48,43,11.5,0
ORD,2019/2/4 11:51,48,43,10.35,0
ORD,2019/2/4 12:51,47,43,11.5,0
ORD,2019/2/4 13:51,49,45,10.35,0
ORD,2019/2/4 14:26,49,45,11.5,T
ORD,2019/2/4 14:51,49,46,11.5,T
ORD,2019/2/4 15:11,49,47,11.5,1.02
ORD,2019/2/4 15:51,50,48,16.1,1.02
ORD,2019/2/4 16:51,51,49,14.95,0
ORD,2019/2/4 17:51,51,48,13.8,0
ORD,2019/2/4 18:34,50,48,12.65,0
ORD,2019/2/4 18:51,50,48,12.65,0
ORD,2019/2/4 19:04,50,48,12.65,T
ORD,2019/2/4 19:29,50,48,10.35,T
ORD,2019/2/4 19:51,50,47,14.95,T
ORD,2019/2/4 20:17,49,46,12.65,0.25
ORD,2019/2/4 20:51,48,44,12.65,0.25
ORD,2019/2/4 21:51,43,41,12.65,0
ORD,2019/2/4 22:51,40,37,11.5,0
ORD,2019/2/4 22:57,40,37,13.8,0
ORD,2019/2/4 23:33,38,35,14.95,0
ORD,2019/2/4 23:51,38,34,13.8,0
ORD,2019/2/5 0:51,36,33,10.35,0
ORD,2019/2/5 1:51,35,30.9,8.05,0
ORD,2019/2/5 2:51,33,28,13.8,0
ORD,2019/2/5 3:51,32,28,9.2,0
ORD,2019/2/5 4:51,30.9,27,11.5,0
ORD,2019/2/5 5:51,30,26.1,6.9,0
ORD,2019/2/5 6:51,28,24.1,9.2,0
ORD,2019/2/5 7:51,27,23,12.65,0
ORD,2019/2/5 8:51,27,21.9,8.05,0
ORD,2019/2/5 9:29,26.1,21,6.9,0
ORD,2019/2/5 9:51,26.1,21,6.9,0
ORD,2019/2/5 10:51,26.1,21,9.2,0
ORD,2019/2/5 11:51,26.1,19.9,11.5,0
ORD,2019/2/5 12:51,25,19,5.75,0
ORD,2019/2/5 13:51,24.1,18,6.9,0
ORD,2019/2/5 14:51,26.1,19,6.9,0
ORD,2019/2/5 15:51,28,21,6.9,0
ORD,2019/2/5 16:51,30,23,9.2,0
ORD,2019/2/5 17:51,30.9,24.1,10.35,0
ORD,2019/2/5 18:51,30.9,24.1,11.5,0
ORD,2019/2/5 19:51,30,24.1,12.65,0
ORD,2019/2/5 20:02,30,24.1,16.1,0
ORD,2019/2/5 20:51,30,24.1,13.8,0
ORD,2019/2/5 21:51,28.9,24.1,14.95,0
ORD,2019/2/5 22:51,28.9,24.1,13.8,0
ORD,2019/2/5 23:37,28.9,24.1,16.1,T
ORD,2019/2/5 23:42,28.9,25,12.65,T
ORD,2019/2/5 23:51,28.9,25,13.8,T
ORD,2019/2/6 0:43,30,26.1,16.1,T
ORD,2019/2/6 0:51,30,26.1,11.5,T
ORD,2019/2/6 0:56,30.9,27,13.8,T
ORD,2019/2/6 1:10,30.9,27,11.5,T
ORD,2019/2/6 1:24,30.9,27,10.35,T
ORD,2019/2/6 1:51,30.9,28,10.35,T
ORD,2019/2/6 2:51,32,28.9,5.75,T
ORD,2019/2/6 2:56,32,28.9,16.1,0.25
ORD,2019/2/6 3:36,32,30,11.5,6.6
ORD,2019/2/6 3:51,32,30.9,10.35,7.11
ORD,2019/2/6 4:14,32,30.9,11.5,T
ORD,2019/2/6 4:51,32,32,4.6,0.51
ORD,2019/2/6 5:41,33,30.9,0,0.25
ORD,2019/2/6 5:51,33,30.9,0,0.25
ORD,2019/2/6 6:17,33,30.9,3.45,0
ORD,2019/2/6 6:51,33,30.9,6.9,0
ORD,2019/2/6 7:21,33,32,3.45,0
ORD,2019/2/6 7:51,33,33,0,0
ORD,2019/2/6 8:07,33,33,0,0
ORD,2019/2/6 8:24,33,32,3.45,0
ORD,2019/2/6 8:35,33,32,0,T
ORD,2019/2/6 8:51,33,32,0,T
ORD,2019/2/6 9:27,32,32,3.45,T
ORD,2019/2/6 9:51,32,32,4.6,T
ORD,2019/2/6 10:08,32,32,5.75,0
ORD,2019/2/6 10:29,32,32,4.6,0
ORD,2019/2/6 10:51,32,32,4.6,0
ORD,2019/2/6 11:31,32,32,3.45,0
ORD,2019/2/6 11:51,32,32,4.6,0
ORD,2019/2/6 12:26,32,32,5.75,0
ORD,2019/2/6 12:51,32,32,5.75,0
ORD,2019/2/6 13:07,33,32,4.6,0
ORD,2019/2/6 13:51,33,32,4.6,0
ORD,2019/2/6 14:29,33,32,6.9,0
ORD,2019/2/6 14:38,34,33,5.75,0
ORD,2019/2/6 14:51,34,32,8.05,0
ORD,2019/2/6 15:51,34,33,8.05,0
ORD,2019/2/6 16:51,35,33,6.9,0
ORD,2019/2/6 17:47,35.6,33.8,8.05,0
ORD,2019/2/6 17:51,35,34,9.2,0
ORD,2019/2/6 18:00,35,34,8.05,0
ORD,2019/2/6 18:51,35,34,10.35,T
ORD,2019/2/6 19:01,35,34,9.2,T
ORD,2019/2/6 19:11,35,34,11.5,T
ORD,2019/2/6 19:38,35,34,13.8,T
ORD,2019/2/6 19:51,34,34,13.8,T
ORD,2019/2/6 20:51,33,33,10.35,T
ORD,2019/2/6 21:27,33,33,12.65,T
ORD,2019/2/6 21:42,33,33,12.65,T
ORD,2019/2/6 21:51,33,33,16.1,T
ORD,2019/2/6 21:53,33,33,13.8,0
ORD,2019/2/6 22:06,33,32,13.8,0
ORD,2019/2/6 22:51,33,30.9,10.35,0
ORD,2019/2/6 23:51,33,30.9,13.8,0
ORD,2019/2/7 0:51,33,30.9,13.8,0
ORD,2019/2/7 1:51,33,30.9,11.5,T
ORD,2019/2/7 2:51,33,30.9,11.5,T
ORD,2019/2/7 3:51,33,30.9,12.65,T
ORD,2019/2/7 4:18,33,32,6.9,T
ORD,2019/2/7 4:39,33,32,8.05,T
ORD,2019/2/7 4:51,33,32,8.05,0.25
ORD,2019/2/7 5:09,33,33,5.75,T
ORD,2019/2/7 5:33,34,33,5.75,T
ORD,2019/2/7 5:51,34,33,6.9,T
ORD,2019/2/7 6:26,34,33,8.05,T
ORD,2019/2/7 6:51,34,33,6.9,T
ORD,2019/2/7 7:11,34,33,8.05,T
ORD,2019/2/7 7:43,34,33,9.2,T
ORD,2019/2/7 7:51,34,33,9.2,T
ORD,2019/2/7 8:51,33,33,6.9,0
ORD,2019/2/7 9:15,34,34,5.75,T
ORD,2019/2/7 9:44,34,34,10.35,5.08
ORD,2019/2/7 9:51,34,33,6.9,5.59
ORD,2019/2/7 9:53,34,34,6.9,0.25
ORD,2019/2/7 10:07,34,33,9.2,2.29
ORD,2019/2/7 10:44,34,34,10.35,7.11
ORD,2019/2/7 10:51,34,34,10.35,7.37
ORD,2019/2/7 11:51,35,35,3.45,1.27
ORD,2019/2/7 12:27,36,35,4.6,0.25
ORD,2019/2/7 12:49,35.6,33.8,6.9,0.25
ORD,2019/2/7 12:51,35,34,5.75,0.25
ORD,2019/2/7 13:51,36,35,6.9,1.02
ORD,2019/2/7 14:07,36,35,8.05,T
ORD,2019/2/7 14:22,36,35,9.2,T
ORD,2019/2/7 14:51,36,36,3.45,T
ORD,2019/2/7 15:08,37,37,0,T
ORD,2019/2/7 15:51,37,36,5.75,T
ORD,2019/2/7 16:51,40,37,8.05,0.25
ORD,2019/2/7 17:46,42.8,37.4,4.6,0.51
ORD,2019/2/7 17:51,42,38,4.6,0.51
ORD,2019/2/7 18:07,44,39,3.45,0.25
ORD,2019/2/7 18:51,42,41,0,1.27
ORD,2019/2/7 19:30,42,41,6.9,0.25
ORD,2019/2/7 19:51,42,42,12.65,0.25
ORD,2019/2/7 20:10,41,40,16.1,0.25
ORD,2019/2/7 20:18,39,37,14.95,0.25
ORD,2019/2/7 20:40,37,35,20.7,0.25
ORD,2019/2/7 20:51,37,34,20.7,0.25
ORD,2019/2/7 20:55,36,33,21.85,T
ORD,2019/2/7 20:58,36,33,16.1,T
ORD,2019/2/7 21:49,33.8,30.2,17.25,T
ORD,2019/2/7 21:51,34,30.9,17.25,T
ORD,2019/2/7 21:53,34,30.9,16.1,T
ORD,2019/2/7 22:51,34,30.9,16.1,T
ORD,2019/2/7 23:51,28.9,24.1,25.3,0
ORD,2019/2/8 0:51,25,19,25.3,0
ORD,2019/2/8 1:51,19.9,12,20.7,T
ORD,2019/2/8 2:39,19,10.9,25.3,T
ORD,2019/2/8 2:51,18,9,25.3,T
ORD,2019/2/8 3:51,14,4,23,T
ORD,2019/2/8 4:51,12,1.9,21.85,T
ORD,2019/2/8 5:51,10,1.9,26.45,0
ORD,2019/2/8 6:05,10,1,27.6,0
ORD,2019/2/8 6:51,10,1,28.75,0
ORD,2019/2/8 7:43,9,0,24.15,T
ORD,2019/2/8 7:51,9,0,25.3,T
ORD,2019/2/8 8:51,9,1,18.4,T
ORD,2019/2/8 9:44,9,1,25.3,T
ORD,2019/2/8 9:51,9,1,25.3,T
ORD,2019/2/8 10:23,9,-0.9,20.7,T
ORD,2019/2/8 10:51,7,-0.9,21.85,T
ORD,2019/2/8 11:51,6,-2,16.1,T
ORD,2019/2/8 12:51,4,-4,20.7,T
ORD,2019/2/8 13:51,4,-4,19.55,T
ORD,2019/2/8 14:18,4,-4,17.25,T
ORD,2019/2/8 14:51,5,-4,20.7,T
ORD,2019/2/8 15:51,6,-3,18.4,0
ORD,2019/2/8 16:51,8.1,-2,19.55,0
ORD,2019/2/8 17:51,9,-0.9,20.7,0
ORD,2019/2/8 18:51,10.9,-0.9,19.55,0
ORD,2019/2/8 19:51,12,1,18.4,0
